"CITATIONS,""TECTONIC SETTING"",""LOCATION"",""LOCATION COMMENT"",""LATITUDE MIN"",""LATITUDE MAX"",""LONGITUDE MIN"",""LONGITUDE MAX"",""LAND OR SEA"",""ELEVATION MIN"",""ELEVATION MAX"",""SAMPLE NAME"",""ROCK NAME"",""MIN. AGE (YRS.)"",""MAX. AGE (YRS.)"",""GEOL."",""AGE"",""ERUPTION DAY"",""ERUPTION MONTH"",""ERUPTION YEAR"",""ROCK TEXTURE"",""ROCK TYPE"",""DRILL DEPTH MIN"",""DRILL DEPTHAX"",""ALTERATION"",""MINERAL"",""MATERIAL"",""SIO2(WT%)"",""TIO2(WT%)"",""B2O3(WT%)"",""AL2O3(WT%)"",""CR2O3(WT%)"",""FE2O3(WT%)"",""FEO(WT%)"",""FEOT(WT%)"",""CAO(WT%)"",""MGO(WT%)"",""MNO(WT%)"",""NIO(WT%)"",""K2O(WT%)"",""NA2O(WT%)"",""P2O5(WT%)"",""H2O(WT%)"",""H2OP(WT%)"",""H2OM(WT%)"",""H2OT(WT%)"",""CO2(WT%)"",""CO1(WT%)"",""F(WT%)"",""CL(WT%)"",""CL2(WT%)"",""OH(WT%)"",""CH4(WT%)"",""SO2(WT%)"",""SO3(WT%)"",""SO4(WT%)"",""S(WT%)"",""LOI(WT%)"",""VOLATILES(WT%)"",""O(WT%)"",""OTHERS(WT%)"",""HE(CCM/G)"",""HE(CCMSTP/G)"",""HE3(CCMSTP/G)"",""HE3(AT/G)"",""HE4(CCM/G)"",""HE4(CCMSTP/G)"",""HE4(AT/G)"",""HE4(MOLE/G)"",""HE4(NCC/G)"",""HE(NCC/G)"",""LI(PPM)"",""BE(PPM)"",""B(PPM)"",""C(PPM)"",""CO2(PPM)"",""F(PPM)"",""NA(PPM)"",""MG(PPM)"",""AL(PPM)"",""P(PPM)"",""S(PPM)"",""CL(PPM)"",""K(PPM)"",""CA(PPM)"",""SC(PPM)"",""TI(PPM)"",""V(PPM)"",""CR(PPM)"",""MN(PPM)"",""FE(PPM)"",""CO(PPM)"",""NI(PPM)"",""CU(PPM)"",""ZN(PPM)"",""GA(PPM)"",""GE(PPM)"",""AS(PPM)"",""SE(PPM)"",""BR(PPM)"",""RB(PPM)"",""SR(PPM)"",""Y(PPM)"",""ZR(PPM)"",""NB(PPM)"",""MO(PPM)"",""RU(PPM)"",""RH(PPM)"",""PD(PPM)"",""AG(PPM)"",""CD(PPM)"",""IN(PPM)"",""SN(PPM)"",""SB(PPM)"",""TE(PPM)"",""I(PPM)"",""CS(PPM)"",""BA(PPM)"",""LA(PPM)"",""CE(PPM)"",""PR(PPM)"",""ND(PPM)"",""SM(PPM)"",""EU(PPM)"",""GD(PPM)"",""TB(PPM)"",""DY(PPM)"",""HO(PPM)"",""ER(PPM)"",""TM(PPM)"",""YB(PPM)"",""LU(PPM)"",""HF(PPM)"",""TA(PPM)"",""W(PPM)"",""RE(PPM)"",""OS(PPM)"",""IR(PPM)"",""PT(PPM)"",""AU(PPM)"",""HG(PPM)"",""TL(PPM)"",""PB(PPM)"",""BI(PPM)"",""TH(PPM)"",""U(PPM)"",""ND143_ND144"",""ND143_ND144_INI"",""EPSILON_ND"",""SR87_SR86"",""SR87_SR86_INI"",""PB206_PB204"",""PB206_PB204_INI"",""PB207_PB204"",""PB207_PB204_INI"",""PB208_PB204"",""PB208_PB204_INI"",""OS184_OS188"",""OS186_OS188"",""OS187_OS186"",""OS187_OS188"",""RE187_OS186"",""RE187_OS188"",""HF176_HF177"",""HE3_HE4"",""HE3_HE4(R/R(A))"",""HE4_HE3"",""HE4_HE3(R/R(A))"",""K40_AR40"",""AR40_K40"",""UNIQUE_ID"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 36R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.59"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""20.5"",""0.19"","""","""","""","""","""","""","""",""170"","""","""","""","""",""39.1"","""",""198"",""508"",""1240"","""",""57.9"",""221"",""71.1"",""92"",""11.2"",""0"",""351"",""0"","""",""14.8"",""119.5"",""10.8"",""15"",""0.8"",""0.44"","""","""","""",""0.16"",""0.25"",""0.046"",""0.6"",""6.98"",""0"","""",""2.8"",""80"",""1.6"",""4.22"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.06"",""0.6"",""0"","""","""","""",""0.038"","""",""0.4"",""15.4"",""0.15"",""0.27"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354773"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 37R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.37"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""25.7"",""0.22"","""","""","""","""","""","""","""",""230"","""","""","""","""",""41"","""",""195"",""561"",""1210"","""",""66.5"",""252"",""88.3"",""73"",""12.2"",""0.05"",""145"",""0"","""",""10"",""105"",""9.4"",""20.6"",""1.7"",""0.31"","""","""","""",""0.1"",""0.17"",""0.043"",""0.6"",""6"",""0"","""",""1.8"",""60"",""3.1"",""8.05"","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"",""0.13"",""0.5"",""0"","""","""","""",""0.024"","""",""0.25"",""10.7"",""0.07"",""0.43"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354774"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 38R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.43"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""27.9"",""0.22"","""","""","""","""","""","""","""",""200"","""","""","""","""",""45.1"","""",""194"",""479"",""1370"","""",""61"",""230"",""83.5"",""78"",""11.8"",""0.06"",""106.5"",""0"","""",""14.1"",""78.2"",""11.7"",""9.9"",""1"",""0.51"","""","""","""",""0.11"",""0.21"",""0.049"",""0.7"",""6.2"",""0"","""",""2.31"",""60"",""1.9"",""5.07"","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"",""0.07"",""0.3"",""0"","""","""","""",""0.018"","""",""0.34"",""11.5"",""0.13"",""0.3"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354775"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 39R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.34"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""27.2"",""0.21"","""","""","""","""","""","""","""",""160"","""","""","""","""",""40.7"","""",""205"",""459"",""1330"","""",""62.1"",""216"",""53"",""88"",""11.55"",""0"",""220"",""0"","""",""4.2"",""58.1"",""10.1"",""9.8"",""0.8"",""0.43"","""","""","""",""0.1"",""0.25"",""0.05"",""0.7"",""6.14"",""0"","""",""1.04"",""20"",""1.2"",""3.22"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.05"",""0.4"",""0"","""","""","""",""0.04"","""",""0.12"",""10.4"",""0.12"",""0.2"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354776"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 40R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.65"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""20.8"",""0.35"","""","""","""","""","""","""","""",""180"","""","""","""","""",""44.7"","""",""182"",""514"",""1250"","""",""59.8"",""218"",""74.7"",""90"",""11.85"",""0.07"",""83.6"",""0"","""",""19.7"",""71.6"",""12.3"",""8.7"",""0.8"",""0.45"","""","""","""",""0.11"",""0.29"",""0.058"",""1.5"",""7.22"",""0"","""",""2.57"",""70"",""1.5"",""4.12"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.06"",""3.5"",""0.003"","""","""","""",""0.099"","""",""0.44"",""10.5"",""0.17"",""0.24"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354777"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 42R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.52"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""27.4"",""0.16"","""","""","""","""","""","""","""",""180"","""","""","""","""",""42.9"","""",""198"",""456"",""1220"","""",""53.9"",""209"",""86.7"",""79"",""11"",""0.05"",""89.1"",""0"","""",""13.6"",""85.4"",""10.4"",""11.3"",""0.9"",""0.5"","""","""","""",""0.14"",""0.2"",""0.042"",""0.6"",""5.11"",""0"","""",""2.04"",""80"",""1.7"",""4.62"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.07"",""0.7"",""0"","""","""","""",""0.103"","""",""0.38"",""11"",""0.14"",""0.28"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354778"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 44R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.43"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""21.3"",""0.37"","""","""","""","""","""","""","""",""380"","""","""","""","""",""38.4"","""",""185"",""260"",""921"","""",""49.3"",""135.5"",""67.9"",""64"",""13.05"",""0.06"",""44.8"",""0"","""",""7.4"",""129.5"",""13.2"",""46.4"",""2.6"",""0.47"","""","""","""",""0.08"",""0.14"",""0.042"",""0.6"",""4.57"",""0"","""",""1.41"",""50"",""6.6"",""16.7"","""","""","""","""","""","""","""","""","""","""","""","""",""1.7"",""0.19"",""0.7"",""0.002"","""","""","""",""0.008"","""",""0.2"",""13.1"",""0.05"",""1.4"",""0.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354779"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 45R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.62"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""40.5"",""0.43"","""","""","""","""","""","""","""",""360"","""","""","""","""",""37.9"","""",""190"",""315"",""946"","""",""46.8"",""158"",""84"",""67"",""13.5"",""0.06"",""13"",""0"","""",""12"",""124.5"",""13.6"",""71.9"",""2.7"",""0.59"","""","""","""",""0.14"",""0.16"",""0.046"",""0.8"",""3.82"",""0"","""",""2.13"",""50"",""6.4"",""16.2"","""","""","""","""","""","""","""","""","""","""","""","""",""1.3"",""0.18"",""1.4"",""0"","""","""","""",""0.024"","""",""0.33"",""12.2"",""0.05"",""1.31"",""0.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354780"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 46R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""42.6"",""0.47"","""","""","""","""","""","""","""",""260"","""","""","""","""",""37"","""",""198"",""268"",""886"","""",""40.6"",""142"",""77.3"",""46"",""12.3"",""0"",""16.7"",""0"","""",""4"",""71.6"",""11.5"",""15.1"",""1.7"",""0.54"","""","""","""",""0.18"",""0.12"",""0.039"",""0.6"",""6"",""0"","""",""0.74"",""10"",""3.2"",""8.3"","""","""","""","""","""","""","""","""","""","""","""","""",""0.9"",""0.11"",""2.1"",""0"","""","""","""",""0.126"","""",""0.14"",""7.3"",""0.1"",""0.35"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354781"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 47R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.34"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""63.9"",""0.58"","""","""","""","""","""","""","""",""300"","""","""","""","""",""59.5"","""",""266"",""435"",""1180"","""",""51.8"",""203"",""51"",""71"",""15.7"",""0.06"",""30.2"",""0"","""",""20.5"",""121.5"",""11.2"",""19.4"",""2.1"",""0.84"","""","""","""",""0.15"",""0.17"",""0.05"",""0.8"",""12.5"",""0"","""",""3.11"",""60"",""3.6"",""9.5"","""","""","""","""","""","""","""","""","""","""","""","""",""0.8"",""0.13"",""2.3"",""0.002"","""","""","""",""0.048"","""",""0.57"",""15.2"",""0.12"",""0.55"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354782"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 48R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.91"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""43.8"",""0.61"","""","""","""","""","""","""","""",""360"","""","""","""","""",""42.3"","""",""218"",""429"",""998"","""",""43"",""180"",""78.2"",""98"",""13.05"",""0.06"",""12.9"",""0"","""",""23.6"",""185.5"",""11"",""30.6"",""2.4"",""0.72"","""","""","""",""0.22"",""0.35"",""0.04"",""0.9"",""7.97"",""0"","""",""3.58"",""90"",""6.9"",""17.7"","""","""","""","""","""","""","""","""","""","""","""","""",""1.2"",""0.19"",""3.2"",""0"","""","""","""",""0.033"","""",""0.52"",""22.1"",""0.17"",""1.35"",""0.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354783"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 49R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.02"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""43.2"",""0.39"","""","""","""","""","""","""","""",""240"","""","""","""","""",""41.9"","""",""197"",""384"",""1110"","""",""58.4"",""209"",""113"",""55"",""12"",""0.06"",""15.8"",""0"","""",""15.3"",""121.5"",""11.1"",""11.5"",""1.6"",""1.72"","""","""","""",""0.49"",""0.24"",""0.04"",""0.6"",""8"",""0"","""",""2.86"",""50"",""2.5"",""6.61"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.12"",""13"",""0.004"","""","""","""",""0.068"","""",""0.41"",""26.5"",""0.43"",""0.4"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354784"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 50R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""6.68"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""34"",""0.21"","""","""","""","""","""","""","""",""170"","""","""","""","""",""34"","""",""161"",""268"",""1050"","""",""121.5"",""284"",""210"",""57"",""11.15"",""0.09"",""26.3"",""0"","""",""3.2"",""78.3"",""9.7"",""10.4"",""1.3"",""4.26"","""","""","""",""0.96"",""0.38"",""0.034"",""0.6"",""7.01"",""0.06"","""",""0.68"",""10"",""2.4"",""6.12"","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"",""0.09"",""20.5"",""0.002"","""","""","""",""0.184"","""",""0.12"",""26.4"",""0.95"",""0.32"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354785"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 51R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""8.33"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31.1"",""0.29"","""","""","""","""","""","""","""",""160"","""","""","""","""",""33.6"","""",""163"",""247"",""926"","""",""210"",""365"",""320"",""50"",""11.15"",""0.1"",""39.4"",""1"","""",""1.6"",""68.2"",""8.9"",""7.9"",""1.4"",""7.89"","""","""","""",""1.09"",""0.29"",""0.037"",""0.6"",""6.29"",""0.06"","""",""0.41"",""10"",""2.4"",""6.48"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.1"",""8.8"",""0.002"","""","""","""",""1.345"","""",""0.08"",""22.8"",""1.07"",""0.35"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354786"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 52R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""42"",""0.4"","""","""","""","""","""","""","""",""250"","""","""","""","""",""37.7"","""",""199"",""334"",""1270"","""",""38.9"",""194"",""92"",""77"",""12.45"",""0.06"",""13.4"",""0"","""",""7.4"",""99.8"",""11.2"",""14.5"",""1.4"",""1.86"","""","""","""",""0.41"",""0.23"",""0.045"",""0.6"",""6.65"",""0"","""",""1.72"",""30"",""3"",""7.83"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.09"",""8.4"",""0"","""","""","""",""0.339"","""",""0.2"",""19.5"",""0.45"",""0.41"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354787"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 53R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.42"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""28.6"",""0.35"","""","""","""","""","""","""","""",""500"","""","""","""","""",""31.7"","""",""161"",""310"",""898"","""",""51.5"",""163.5"",""82.8"",""56"",""10.45"",""0.06"",""17.4"",""0"","""",""29.1"",""80"",""9.2"",""11.3"",""1.2"",""1.4"","""","""","""",""0.41"",""0.28"",""0.034"",""0.6"",""5.74"",""0"","""",""4.05"",""80"",""2.7"",""7.02"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.08"",""9.8"",""0"","""","""","""",""0.165"","""",""0.85"",""21.2"",""0.34"",""0.33"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354788"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 54R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.07"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""38.5"",""0.4"","""","""","""","""","""","""","""",""250"","""","""","""","""",""33.3"","""",""172"",""338"",""861"","""",""70.9"",""242"",""107"",""52"",""10.25"",""0.06"",""42.9"",""1"","""",""14.8"",""104.5"",""8.7"",""15.4"",""1.5"",""1.82"","""","""","""",""0.43"",""0.24"",""0.034"",""0.8"",""9.01"",""0"","""",""2.66"",""50"",""3.2"",""7.89"","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"",""0.09"",""12.1"",""0.002"","""","""","""",""0.131"","""",""0.4"",""27.3"",""0.33"",""0.44"",""0.3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354789"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 56R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.32"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""33.1"",""0.48"","""","""","""","""","""","""","""",""440"","""","""","""","""",""33.5"","""",""193"",""381"",""1020"","""",""43.4"",""204"",""59.6"",""96"",""11.7"",""0.07"",""23.6"",""0"","""",""15.2"",""124.5"",""10.6"",""42.5"",""2.5"",""0.85"","""","""","""",""0.27"",""0.28"",""0.038"",""0.8"",""12.4"",""0"","""",""2.77"",""70"",""10.8"",""26.1"","""","""","""","""","""","""","""","""","""","""","""","""",""1.3"",""0.2"",""3"",""0"","""","""","""",""0.046"","""",""0.41"",""28.8"",""0.07"",""2.2"",""0.7"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354790"","
