"CITATIONS,""TECTONIC SETTING"",""LOCATION"",""LOCATION COMMENT"",""LATITUDE MIN"",""LATITUDE MAX"",""LONGITUDE MIN"",""LONGITUDE MAX"",""LAND OR SEA"",""ELEVATION MIN"",""ELEVATION MAX"",""SAMPLE NAME"",""ROCK NAME"",""MIN. AGE (YRS.)"",""MAX. AGE (YRS.)"",""GEOL."",""AGE"",""ERUPTION DAY"",""ERUPTION MONTH"",""ERUPTION YEAR"",""ROCK TEXTURE"",""ROCK TYPE"",""DRILL DEPTH MIN"",""DRILL DEPTHAX"",""ALTERATION"",""MINERAL"",""MATERIAL"",""SIO2(WT%)"",""TIO2(WT%)"",""B2O3(WT%)"",""AL2O3(WT%)"",""CR2O3(WT%)"",""FE2O3(WT%)"",""FEO(WT%)"",""FEOT(WT%)"",""CAO(WT%)"",""MGO(WT%)"",""MNO(WT%)"",""NIO(WT%)"",""K2O(WT%)"",""NA2O(WT%)"",""P2O5(WT%)"",""H2O(WT%)"",""H2OP(WT%)"",""H2OM(WT%)"",""H2OT(WT%)"",""CO2(WT%)"",""CO1(WT%)"",""F(WT%)"",""CL(WT%)"",""CL2(WT%)"",""OH(WT%)"",""CH4(WT%)"",""SO2(WT%)"",""SO3(WT%)"",""SO4(WT%)"",""S(WT%)"",""LOI(WT%)"",""VOLATILES(WT%)"",""O(WT%)"",""OTHERS(WT%)"",""HE(CCM/G)"",""HE(CCMSTP/G)"",""HE3(CCMSTP/G)"",""HE3(AT/G)"",""HE4(CCM/G)"",""HE4(CCMSTP/G)"",""HE4(AT/G)"",""HE4(MOLE/G)"",""HE4(NCC/G)"",""HE(NCC/G)"",""LI(PPM)"",""BE(PPM)"",""B(PPM)"",""C(PPM)"",""CO2(PPM)"",""F(PPM)"",""NA(PPM)"",""MG(PPM)"",""AL(PPM)"",""P(PPM)"",""S(PPM)"",""CL(PPM)"",""K(PPM)"",""CA(PPM)"",""SC(PPM)"",""TI(PPM)"",""V(PPM)"",""CR(PPM)"",""MN(PPM)"",""FE(PPM)"",""CO(PPM)"",""NI(PPM)"",""CU(PPM)"",""ZN(PPM)"",""GA(PPM)"",""GE(PPM)"",""AS(PPM)"",""SE(PPM)"",""BR(PPM)"",""RB(PPM)"",""SR(PPM)"",""Y(PPM)"",""ZR(PPM)"",""NB(PPM)"",""MO(PPM)"",""RU(PPM)"",""RH(PPM)"",""PD(PPM)"",""AG(PPM)"",""CD(PPM)"",""IN(PPM)"",""SN(PPM)"",""SB(PPM)"",""TE(PPM)"",""I(PPM)"",""CS(PPM)"",""BA(PPM)"",""LA(PPM)"",""CE(PPM)"",""PR(PPM)"",""ND(PPM)"",""SM(PPM)"",""EU(PPM)"",""GD(PPM)"",""TB(PPM)"",""DY(PPM)"",""HO(PPM)"",""ER(PPM)"",""TM(PPM)"",""YB(PPM)"",""LU(PPM)"",""HF(PPM)"",""TA(PPM)"",""W(PPM)"",""RE(PPM)"",""OS(PPM)"",""IR(PPM)"",""PT(PPM)"",""AU(PPM)"",""HG(PPM)"",""TL(PPM)"",""PB(PPM)"",""BI(PPM)"",""TH(PPM)"",""U(PPM)"",""ND143_ND144"",""ND143_ND144_INI"",""EPSILON_ND"",""SR87_SR86"",""SR87_SR86_INI"",""PB206_PB204"",""PB206_PB204_INI"",""PB207_PB204"",""PB207_PB204_INI"",""PB208_PB204"",""PB208_PB204_INI"",""OS184_OS188"",""OS186_OS188"",""OS187_OS186"",""OS187_OS188"",""RE187_OS186"",""RE187_OS188"",""HF176_HF177"",""HE3_HE4"",""HE3_HE4(R/R(A))"",""HE4_HE3"",""HE4_HE3(R/R(A))"",""K40_AR40"",""AR40_K40"",""UNIQUE_ID"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 66R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.75"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""35"",""0.33"","""","""","""","""","""","""","""",""300"","""","""","""","""",""39.1"","""",""209"",""349"",""1170"","""",""50.4"",""213"",""126.5"",""63"",""11.95"",""0"",""787"",""0"","""",""24.3"",""109.5"",""11.3"",""16.9"",""1"",""1.2"","""","""","""",""0.3"",""0.22"",""0.051"",""0.5"",""5.77"",""0"","""",""5.27"",""70"",""2.7"",""6.76"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.09"",""19.4"",""0.002"","""","""","""",""0.753"","""",""0.42"",""17"",""0.4"",""0.38"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354755"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 67R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""42.1"",""0.45"","""","""","""","""","""","""","""",""230"","""","""","""","""",""42.7"","""",""214"",""337"",""1290"","""",""56.2"",""208"",""119"",""69"",""12.2"",""0.05"",""1880"",""0"","""",""29.4"",""106"",""12.6"",""15.7"",""1.2"",""1.19"","""","""","""",""0.44"",""0.24"",""0.057"",""0.5"",""7.98"",""0.05"","""",""6.22"",""100"",""3"",""7.37"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.1"",""17.6"",""0.003"","""","""","""",""2.03"","""",""0.58"",""16.2"",""0.79"",""0.41"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354756"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 68R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.39"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""24.8"",""0.26"","""","""","""","""","""","""","""",""220"","""","""","""","""",""41.7"","""",""214"",""330"",""1100"","""",""52.4"",""197"",""105.5"",""65"",""12.5"",""0.05"",""299"",""0"","""",""21.8"",""128.5"",""11.7"",""23"",""1.2"",""0.77"","""","""","""",""0.25"",""0.17"",""0.049"",""0.5"",""5.85"",""0"","""",""4.34"",""60"",""3.2"",""7.86"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.1"",""9"",""0.002"","""","""","""",""0.161"","""",""0.39"",""14"",""0.3"",""0.44"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354757"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 69R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.07"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""22.3"",""0.25"","""","""","""","""","""","""","""",""260"","""","""","""","""",""39.5"","""",""213"",""357"",""1230"","""",""55.8"",""202"",""90.5"",""66"",""12.25"",""0"",""224"",""0"","""",""24.9"",""128.5"",""10.8"",""20"",""1"",""0.65"","""","""","""",""0.23"",""0.13"",""0.046"",""0.5"",""6.74"",""0"","""",""4.11"",""90"",""2.9"",""7.14"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.08"",""2"",""0.002"","""","""","""",""0.069"","""",""0.47"",""13.2"",""0.2"",""0.4"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354758"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 70R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.45"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""26.6"",""0.25"","""","""","""","""","""","""","""",""260"","""","""","""","""",""40.1"","""",""214"",""359"",""1200"","""",""60.7"",""226"",""122.5"",""70"",""12.15"",""0"",""138"",""0"","""",""15.8"",""121.5"",""11.4"",""19.2"",""1.2"",""0.78"","""","""","""",""0.23"",""0.16"",""0.047"",""0.5"",""7.79"",""0"","""",""3.17"",""60"",""2.9"",""7.24"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.09"",""1.4"",""0"","""","""","""",""0.064"","""",""0.31"",""13.2"",""0.22"",""0.41"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354759"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 87R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.39"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""56.4"",""3.18"","""","""","""","""","""","""","""",""290"","""","""","""","""",""40.1"","""",""212"",""333"",""1090"","""",""56.8"",""239"",""72.8"",""71"",""13.2"",""0"",""47"",""0"","""",""24.5"",""133"",""9.8"",""25.4"",""1.1"",""0.51"","""","""","""",""0.1"",""0.12"",""0.051"",""1"",""5.27"",""0"","""",""5.2"",""70"",""2.9"",""7.54"","""","""","""","""","""","""","""","""","""","""","""","""",""0.8"",""0.09"",""29.3"",""0.002"","""","""","""",""0.018"","""",""0.4"",""14.1"",""0.12"",""0.47"",""0.3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354760"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 88R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.64"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""28.4"",""2.72"","""","""","""","""","""","""","""",""1240"","""","""","""","""",""43.6"","""",""199"",""278"",""1280"","""",""52.3"",""190"",""99.3"",""78"",""11.5"",""0.05"",""153"",""0"","""",""32.3"",""111.5"",""12.2"",""17.9"",""1.3"",""0.53"","""","""","""",""0.16"",""0.16"",""0.06"",""1"",""3.18"",""0"","""",""5.51"",""150"",""2.8"",""6.93"","""","""","""","""","""","""","""","""","""","""","""","""",""0.7"",""0.06"",""12.1"",""0"","""","""","""",""0.029"","""",""0.49"",""12.5"",""0.2"",""0.38"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354761"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 89R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.97"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""25.8"",""10.35"","""","""","""","""","""","""","""",""300"","""","""","""","""",""49.2"","""",""249"",""458"",""1310"","""",""72.6"",""216"",""123"",""125"",""13.3"",""0.05"",""577"",""1"","""",""56.8"",""94.1"",""14.7"",""11.7"",""2.1"",""0.35"","""","""","""",""0.2"",""0.28"",""0.063"",""2.3"",""4.2"",""0"","""",""9.67"",""220"",""2.9"",""7.35"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.13"",""26"",""0.002"","""","""","""",""0.042"","""",""0.86"",""16.3"",""0.22"",""0.5"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354762"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 90R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.39"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""35.7"",""14.95"","""","""","""","""","""","""","""",""300"","""","""","""","""",""49"","""",""257"",""445"",""1240"","""",""56.6"",""219"",""176"",""132"",""14.85"",""0"",""283"",""1"","""",""83.4"",""100"",""14.7"",""10"",""2"",""0.63"","""","""","""",""0.26"",""0.3"",""0.066"",""3.3"",""4.44"",""0"","""",""14.5"",""200"",""4.1"",""9.92"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.13"",""640"",""0.004"","""","""","""",""0.042"","""",""1.27"",""19.6"",""0.26"",""0.48"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354763"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 91R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.8"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""34.7"",""6.13"","""","""","""","""","""","""","""",""260"","""","""","""","""",""43.3"","""",""218"",""426"",""1180"","""",""46.2"",""181.5"",""114"",""100"",""13.5"",""0.05"",""85.6"",""1"","""",""56.7"",""102"",""12.1"",""8.2"",""1.5"",""0.45"","""","""","""",""0.19"",""0.28"",""0.06"",""2.3"",""3.82"",""0"","""",""9.34"",""180"",""3.1"",""7.61"","""","""","""","""","""","""","""","""","""","""","""","""",""0.3"",""0.11"",""215"",""0.002"","""","""","""",""0.022"","""",""0.92"",""17.3"",""0.2"",""0.39"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354764"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 92R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.28"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""40.9"",""1.29"","""","""","""","""","""","""","""",""230"","""","""","""","""",""41.1"","""",""211"",""345"",""980"","""",""56"",""186.5"",""58.5"",""73"",""11.3"",""0.05"",""168"",""0"","""",""35.4"",""105"",""11.5"",""12.1"",""1.4"",""0.3"","""","""","""",""0.09"",""0.14"",""0.049"",""1"",""3.88"",""0"","""",""7.76"",""100"",""2.9"",""7.04"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.1"",""1.9"",""0"","""","""","""",""0.024"","""",""0.52"",""11.5"",""0.12"",""0.36"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354765"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 93R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.45"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""37.8"",""0.88"","""","""","""","""","""","""","""",""290"","""","""","""","""",""52.8"","""",""279"",""502"",""1350"","""",""60.2"",""245"",""93.6"",""105"",""12.6"",""0.06"",""212"",""0"","""",""20.3"",""109.5"",""14.1"",""17.7"",""1.6"",""0.4"","""","""","""",""0.13"",""0.23"",""0.051"",""1.1"",""5.39"",""0"","""",""5.09"",""60"",""3.4"",""8.55"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.11"",""1.1"",""0.002"","""","""","""",""0.038"","""",""0.31"",""15.7"",""0.18"",""0.5"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354766"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB011 94R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.21"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31.3"",""1.07"","""","""","""","""","""","""","""",""310"","""","""","""","""",""50.9"","""",""204"",""510"",""1490"","""",""60.7"",""277"",""27.6"",""104"",""8.09"",""0.16"",""384"",""0"","""",""16.2"",""85.1"",""12.6"",""20.1"",""1.6"",""1.18"","""","""","""",""0.07"",""0.44"",""0.042"",""1.4"",""6.07"",""0.16"","""",""4.02"",""50"",""3.7"",""9.37"","""","""","""","""","""","""","""","""","""","""","""","""",""0.8"",""0.24"",""1.1"",""0.002"","""","""","""",""0.038"","""",""0.43"",""13.7"",""0.32"",""0.66"",""0.3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354767"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 25R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""57.4"",""0.93"","""","""","""","""","""","""","""",""210"","""","""","""","""",""48"","""",""345"",""1170"",""1830"","""",""81.9"",""442"",""312"",""603"",""15.75"",""0.07"",""401"",""1"","""",""60.7"",""18.4"",""17.4"",""32.5"",""1.1"",""24.7"","""","""","""",""33.6"",""0.74"",""0.103"",""1.4"",""30.8"",""0.07"","""",""7.22"",""260"",""3.4"",""7.11"","""","""","""","""","""","""","""","""","""","""","""","""",""0.9"",""0.07"",""72.8"",""0"","""","""","""",""2.65"","""",""1.84"",""47.7"",""0.13"",""0.36"",""0.2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354768"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 32R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.92"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""46.9"",""0.24"","""","""","""","""","""","""","""",""200"","""","""","""","""",""41.5"","""",""216"",""483"",""1350"","""",""63.1"",""235"",""84.4"",""87"",""11.5"",""0"",""160"",""0"","""",""20.3"",""103"",""10.8"",""16.5"",""0.9"",""0.74"","""","""","""",""0.33"",""0.16"",""0.044"",""0.6"",""10.55"",""0"","""",""3.27"",""100"",""1.6"",""4.11"","""","""","""","""","""","""","""","""","""","""","""","""",""0.5"",""0.06"",""2.1"",""0"","""","""","""",""0.595"","""",""0.59"",""9"",""0.1"",""0.23"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354769"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 33R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.87"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""26.1"",""0.34"","""","""","""","""","""","""","""",""180"","""","""","""","""",""36.9"","""",""180"",""499"",""1260"","""",""57.4"",""221"",""76.7"",""106"",""10.4"",""0"",""355"",""0"","""",""17"",""78.5"",""9.7"",""13.2"",""0.8"",""0.78"","""","""","""",""0.23"",""0.31"",""0.058"",""1.2"",""6.77"",""0"","""",""2.76"",""70"",""1.5"",""3.95"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.06"",""4.4"",""0"","""","""","""",""0.179"","""",""0.4"",""13.6"",""0.25"",""0.28"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354770"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 34R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.72"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""49.7"",""0.49"","""","""","""","""","""","""","""",""170"","""","""","""","""",""41"","""",""198"",""509"",""1450"","""",""60.3"",""236"",""71.8"",""113"",""11.25"",""0"",""263"",""0"","""",""4.1"",""42.5"",""11"",""13.2"",""0.8"",""1.38"","""","""","""",""0.29"",""0.33"",""0.055"",""1.7"",""5.16"",""0"","""",""1.01"",""20"",""1.5"",""3.93"","""","""","""","""","""","""","""","""","""","""","""","""",""0.4"",""0.06"",""1.5"",""0"","""","""","""",""0.072"","""",""0.11"",""12.6"",""0.21"",""0.23"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354771"","
"[26070],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT / RIO PARA FORMATION"",""ZONA BASAL, QUADRILÁTERO FERRÍFERO"",""-19.73"",""-19.73"",""-44.91"",""-44.91"",""SAE"","""","""",""s_FZB012 35R [26070]"",""ORE, AU [26070]"","""","""","""","""","""","""","""","""",""ORE"","""","""","""","""",""WR [26070] "","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.75"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""36.1"",""0.37"","""","""","""","""","""","""","""",""200"","""","""","""","""",""39.1"","""",""193"",""508"",""1260"","""",""59"",""217"",""78.1"",""83"",""11.8"",""0"",""361"",""0"","""",""7.5"",""49.8"",""10.5"",""15.6"",""0.8"",""0.42"","""","""","""",""0.15"",""0.2"",""0.047"",""0.7"",""5.08"",""0"","""",""1.27"",""40"",""1.6"",""4.18"","""","""","""","""","""","""","""","""","""","""","""","""",""0.6"",""0.06"",""1.4"",""0"","""","""","""",""0.081"","""",""0.22"",""14.5"",""0.23"",""0.24"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2354772"","
